position,field_name,sample_value
0,INVESTOR CODE,"FHLMC  - Lakeview Loan Servicing, LLC - ServiceMac MBS"
1,CATEGORY/BLOCK,LAKE
2,INVESTOR LOAN NUMBER,123456
3,LOAN NUMBER,123456
4,MSP LOAN NUMBER,1111111111
5,HI TYPE,1
6,LO TYPE,6
7,PRODUCT CODE,F
8,LOAN TERM,360
9,ANNUAL INTEREST RATE,5.990
10,PAYMENT PERIOD,12
11,PI PAYMENT,3514.61
12,ESCROW MONTHLY PAYMENT,1369.44
13,INSURANCE MONTHLY PAYMENT,131.77
14,HOMEOWNERS INS,131.77
15,FLOOD INS,0.00
16,STORM/WIND INS,0.00
17,MISC INS,0.00
18,COUNTY MONTHLY PAYMENT,525.13
19,CITY MONTHLY PAYMENT,0.00
20,LIEN MONTHLY PAYMENT,502.26
21,PMI MONTHLY PAYMENT,210.28
22,TOTAL MONTHLY LOAN PAYMENT,4884.05
23,ORIGINAL MORTGAGE AMOUNT,586836.00
24,CURRENT PRINCIPAL BALANCE,586250.68
25,CLOSING DATE,20251230
26,FIRST DUE DATE,20260201
27,CURRENT DUE DATE,20260301
28,LOAN MATURITY DATE,20560101
29,BORROWER FIRST NAME,John
30,BORROWER LAST NAME,Jones
31,BORROWER MIDDLE INITIAL,
32,BORROWER SSN,123456789
33,BORROWER CREDIT SCORE,707
34,CO BORROWER FIRST NAME,James
35,CO BORROWER LAST NAME,Jones
36,CO BORROWER MIDDLE INITIAL,
37,CO BORROWER SSN,123456789
38,CO BORROWER CREDIT SCORE,742
39,BORROWER 3 - FIRST NAME,
40,BORROWER 3 - LAST NAME,
41,BORROWER 3 - MIDDLE NAME,
42,BORROWER 3 SSN,
43,BORROWER 4 - FIRST NAME,
44,BORROWER 4 - LAST NAME,
45,BORROWER 4 - MIDDLE NAME,
46,BORROWER 4 SSN,
47,BORROWER 5 - FIRST NAME,
48,BORROWER 5 - LAST NAME,
49,BORROWER 5 - MIDDLE NAME,
50,BORROWER 5 SSN,
51,PROPERTY STREET ADDRESS,123 Old Way
52,PROPERTY CITY,Fort Worth
53,PROPERTY STATE,TX
54,PROPERTY ZIP,12345
55,PROP ZIP CODE SUFFIX,1594
56,MAILING STREET ADDRESS,123 Old Way
57,MAILING CITY,FORT WORTH
58,MAILING STATE,TX
59,MAILING ZIP CODE,12345
60,MAILING ZIP CODE SUFFIX,
61,BORROWER HOME/PRIMARY TELEPHONE NUMBER,
62,BORROWER WORK NUMBER,123-456-7890
63,BORROWER CELL PHONE NUMBER,123-456-7890
64,CO BORROWER HOME/PRIMARY TELEPHONE NUMBER,
65,CO BORROWER WORK NUMBER,123-456-7890
66,CO BORROWER CELL PHONE NUMBER,123-456-7890
67,BORROWER 3 HOME/PRIMARY TELEPHONE NUMBER,
68,BORROWER 4 HOME/PRIMARY TELEPHONE NUMBER,
69,BORROWER 5 HOME/PRIMARY TELEPHONE NUMBER,
70,BORROWER EMAIL ADDRESS,johnjones@gmail.com
71,CO-BORROWER EMAIL ADDRESS,jamesjones@gmail.com
72,ADDITIONAL MORTGAGOR 1 FIRST MIDDLE LAST NAME,
73,ADDITIONAL MORTGAGOR 2 FIRST MIDDLE LAST NAME,
74,ADDITIONAL MORTGAGOR 3 FIRST MIDDLE LAST NAME,
75,ADDITIONAL MORTGAGOR 4 FIRST MIDDLE LAST NAME,
76,ADDITIONAL MORTGAGOR 5 FIRST MIDDLE LAST NAME,
77,ADDITIONAL MORTGAGOR 6 FIRST MIDDLE LAST NAME,
78,PREPAY PENALTY IND,N
79,PREPAY PENALTY DESCRIPTION,PP0
80,INTEREST ONLY FLAG,N
81,INTEREST ONLY EXPIRATION DATE,
82,BILL METHOD,4
83,ORIGINAL APPRAISED VALUE,617723
84,ORIGINAL APPRAISAL DATE,20251216
85,CURRENT APPRAISED VALUE,617723
86,CURRENT APPRAISED DATE,20251216
87,NOTE DATE,20251230
88,MERS MIN NUMBER,101151780003577202
89,MERS REGISTRATION DATE,20251231
90,MERS REGISTRATION FLAG,Y
91,MERS MOM INDICATOR,Y
92,INTEREST COLLECTED AT CLOSING,192.62
93,POINTS PAID BY BORROWER,2640.76
94,ESCROW BALANCE,4636.58
95,LATE CHARGE CODE,B
96,LATE CHARGE PERCENTAGE,5.000
97,LATE CHARGE MAX DOLLAR AMOUNT,9999.99
98,ESCROW CUSHION,2
99,CITY CODE,
100,COUNTY CODE,439
101,GRACE DAYS,15
102,OCCUPY CODE,1
103,PURCHASE PRICE,617723.00
104,CENSUS TRACT,1141.10
105,SMSA CODE,
106,PROPERTY TYPE,1
107,NUMBER OF UNITS,1
108,LEGAL DESCRIPTION,
109,LOAN PURPOSE,1
110,CLASS CODE,
111,SUBPRIME CODE,
112,LTV,95.000
113,DTI,46.000
114,BALLOON TERM,0
115,FLOOD REQUIRED FLAG,N
116,FLOOD PROGRAM,R
117,FLOOD DETERMINATION DATE,20250919
118,FLOOD MAP - COMMUNITY NUMBER,480596
119,FLOOD PANEL NUMBER,0045
120,FLOOD SUFFIX,L
121,FLOOD ZONE,X
122,FLOOD MAP DATE,20190321
123,FLOOD CERT NUMBER,2509560261
124,FLOOD CMPCO,CoreLogic Flood Services
125,PMI MIP GUAR CERT NO,6203361712
126,PMI MIP PERCENT OF COVERAGE,30.000
127,PMI RATE PERCENTAGE,0.430
128,PMI MIP PAYEE(COMPANY),Genworth Financial
129,PMI MIP TERM,01
130,PMI MIP DISBURSEMENT DUE DATE,20260301
131,PMI MIP DISBURSEMENT AMOUNT,210.28
132,PMI MIP BILL CODE,2
133,PMI 80PCT CANCELLATION DATE,20351001
134,PMI 78PCT TERMINATION DATE,20361001
135,PMI MIDPOINT DATE,20410101
136,FHA CASE NUMBER,
137,FHA SECTION CODE,
138,FHA ADP CODE,
139,VA NUMBER,
140,DIST TYPE,7
141,REPLACEMENT RESERVE BALANCE,12295.01
142,PERIOD MONTHS,24
143,FIRST SUBSIDY DUE DATE,20260201
144,BUYDOWN FUNDS SOURCE,0
145,PERIOD 1 PMT,716.35
146,PERIOD 2 PMT,367.93
147,PERIOD 3 PMT,
148,PERIOD 4 PMT,
149,PERIOD 5 PMT,
150,1ST LIEN HOLDER NAME,
151,1ST LIEN HOLDER ADDRESS,
152,1ST LIEN PHONE NUMBER,
153,1ST LIEN LOAN NUMBER,
